identifier,title,text,ogd
230@statistisches-amt-kanton-zuerich,Neuerstellte MFH-Wohnungen [Whg.], Neuerstellte MFH-Wohnungen [Whg.] Neu erstellte Wohnungen in Mehrfamilienhäusern bezirke gemeinden immobilien kanton_zuerich mehrfamilienhaus ogd wohnbautaetigkeit Bau- und Wohnungswesen,True
336@statistisches-amt-kanton-zuerich,Mikrobetriebe (0-9 VZÄ) [Anz.]," Mikrobetriebe (0-9 VZÄ) [Anz.] Anzahl Mikrobetriebe mit einer Beschäftigung von weniger als 10 Vollzeitäquivalenten. Aktuellstes Jahr provisorisch. betriebe bezirke gemeinden kanton_zuerich ogd unternehmensstruktur Arbeit, Erwerb",True
359@statistisches-amt-kanton-zuerich,Hotelbetten pro 1000 Einwohner [Anz.]," Hotelbetten pro 1000 Einwohner [Anz.] Anzahl Hotelbetten pro 1000 Einwohner (Bevölkerungsbestand Ende des Vorjahr); Hotelbetten Stand im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch! Daten des Jahres 2004 aus der Erhebung der Statistischen Ämter von Stadt und Kanton Zürich, da das BFS 2004 keine Erhebung duchgeführt hat. betten bezirke gemeinden hotellerie kanton_zuerich ogd Industrie, Dienstleistungen",True
377@statistisches-amt-kanton-zuerich,NRW Wähleranteil CVP [%], NRW Wähleranteil CVP [%] Wähleranteil CVP bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt. bezirke gemeinden kanton_zuerich nationalratswahlen ogd parteien politik wahlen Politik,True
117@statistisches-amt-kanton-zuerich,Kühe [Anz.], Kühe [Anz.] Anzahl Kühe bezirke gemeinden ogd Land- und Forstwirtschaft,True
221@statistisches-amt-kanton-zuerich,Sterberate (5-J.-mittel) [pro 1000 Einw.], Sterberate (5-J.-mittel) [pro 1000 Einw.] Durchschnittliche Zahl von Sterbefällen im Fünfjahresmittel pro 1000 Einw. Beispiel: Die Zahl von 2003 entspricht dem Mittelwert der Sterbefällen von 1999-2003 in Bezug auf die Einwohnerzahl von 1998. bevoelkerung bevoelkerungsbewegungen bezirke gemeinden kanton_zuerich ogd sterbefaelle Bevölkerung,True
356@statistisches-amt-kanton-zuerich,Arbeitsstätten im Tertiärsektor [Anz.]," Arbeitsstätten im Tertiärsektor [Anz.] Anzahl Arbeitsstätten des Tertiärsektors (Handel, Instandhaltung/Reparatur, Verkehr/Lagerei, Gastgewerbe/Gastronomie, Information/Kommunikation, Finanz-/Versicherungs-DL, Grundstücks-/Wohnungswesen, weitere DL, öffentliche Verwaltung, Erziehung/Unterrricht, Gesundheit, Kunst). Aktuellstes Jahr provisorisch. arbeitsstaetten bezirke dienstleistungssektor gemeinden kanton_zuerich ogd wirtschaftssektor Arbeit, Erwerb",True
12@statistisches-amt-kanton-zuerich,NRW Wähleranteil EDU [%], NRW Wähleranteil EDU [%] Wähleranteil EDU bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt. bezirke gemeinden kanton_zuerich nationalratswahlen ogd parteien politik wahlen Politik,True
11@statistisches-amt-kanton-zuerich,NRW Wähleranteil AL [%], NRW Wähleranteil AL [%] Wähleranteil AL bei Nationalratswahlen. Hinweis: 2015 werden alle Auslandschweizer zur Stadt Zürich gezählt. bezirke gemeinden kanton_zuerich nationalratswahlen ogd parteien politik wahlen Politik,True
228@statistisches-amt-kanton-zuerich,Wohnungsbestand [Whg.], Wohnungsbestand [Whg.] Wohnungsbestand gemäss GWS. Wohnungsbestand bis 2009 aus Fortschreibung des Wohnungsbestandes der GWZ aufgrund der WBT. Hinweis zu GWS: Die Jahresdifferenz 2009/2010 und 2010/2011 des Wohnungsbestandes entspricht nicht dem Wohnungszugang aufgrund Registerbereinigungen (s. http://www.bfs.admin.ch/bfs/portal/de/index/infothek/erhebungen__quellen/blank/blank/gws/02.html) bezirke gemeinden immobilien kanton_zuerich ogd wohnungen wohnungsbestand Bau- und Wohnungswesen,True
295@statistisches-amt-kanton-zuerich,Sozialhilfequote [%], Sozialhilfequote [%] Berechnung: Die Sozialhilfequote berechnet sich aus dem Anteil der Sozialhilfeempfänger/innen zur gesamten Bevölkerung (Referenzpopulation: kantonale Bevölkerungserhebung). bezirke gemeinden kanton_zuerich ogd sozialhilfe sozialhilfefaelle sozialhilfequote sozialleistungen Soziale Sicherheit,True
321@statistisches-amt-kanton-zuerich,1-Personenhaushalte [Anz.], 1-Personenhaushalte [Anz.] Anzahl Einpersonenhaushalte (Privathaushalte) bevoelkerung bezirke gemeinden haushalt-typ haushalte haushaltsgroesse kanton_zuerich ogd Bevölkerung,True
379@statistisches-amt-kanton-zuerich,"Nettoaufwand Kultur, Sport und Freizeit [Fr./Einw.]"," Nettoaufwand Kultur, Sport und Freizeit [Fr./Einw.] Bruttoaufwand - Bruttoertrag (der Laufenden Rechnung). Aussage: Durch Steuern zu finanzierender Anteil des betreffenden Hauptaufgabenbereichs. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke freizeit gemeindefinanzen gemeinden kanton_zuerich kultur nettoaufwendungen oeffentliche_finanzen ogd Öffentliche Verwaltung und Finanzen",True
392@statistisches-amt-kanton-zuerich,Anteil ohne GK [%]," Anteil ohne GK [%] Anteil Einwohner ohne ÖV-Güteklasse: Die ÖV-Güteklassen geben lagesscharf Aufschluss über die Erschliessungsqualität einer Gemeinde mit dem ÖV. In einem ersten Schritt werden Haltestellenkategorien definiert, in Abhängigkeit von einem an der Haltestelle verfügbaren ÖV-Verkehrsmittel und dem Kursintervall.  Danach wird in Abhängigkeit von Haltestellenkategorie und Luftliniendistanz die ÖV-Güteklasse ermittelt. Für jede Gemeinde werden die Einwohner pro Güteklasse in Prozent berechnet. (http://www.afv.zh.ch/internet/volkswirtschaftsdirektion/afv/de/verkehrsgrundlagen/verkehrsangebot/erreichbarkeit_und_erschliessung/_jcr_content/contentPar/downloadlist/downloaditems/infoblatt_v_g_teklas.spooler.download.1436273189233.pdf/KTZH_AFV_Broschuere_OeV-Gueteklassen.pdf) kanton_zuerich oeffentlicher_verkehr ogd verkehr Mobilität und Verkehr",True
196@statistisches-amt-kanton-zuerich,Steuerertrag Total [Mio.Fr.], Steuerertrag Total [Mio.Fr.] Nettosteuerertrag im Rechnungsjahr bezirke gemeindefinanzen gemeinden kanton_zuerich ogd steuerertrag steuern Öffentliche Verwaltung und Finanzen,True
35@statistisches-amt-kanton-zuerich,Verkäufe EFH [Anz.], Verkäufe EFH [Anz.] Anzahl verkaufter Einfamilienhäuser (EFH). Die letzten drei Jahre sind provisorisch. bezirke eigentum einfamilienhaus gemeinden handaenderungen immobilien kanton_zuerich ogd Bau- und Wohnungswesen,True
109@statistisches-amt-kanton-zuerich,Anteil Teilzeitbeschäftigte Landwirtschaft [%], Anteil Teilzeitbeschäftigte Landwirtschaft [%] Teilzeit: < 75 Prozent arbeitsmarkt beschaeftigte beschaeftigungsgrad bezirke gemeinden kanton_zuerich landwirtschaft ogd teilzeiterwerbstaetige Land- und Forstwirtschaft,True
400@statistisches-amt-kanton-zuerich,Ertrags- (+) / Aufwandüberschuss (-) [Fr./Einw.], Ertrags- (+) / Aufwandüberschuss (-) [Fr./Einw.] Jahresergebnis Erfolgsrechnung. Ertragsüberschuss (positives Vorzeichen) oder Aufwandüberschuss (negatives Vorzeichen). Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke gemeindefinanzen gemeinden kanton_zuerich nettoaufwendungen oeffentliche_finanzen ogd Öffentliche Verwaltung und Finanzen,True
20@statistisches-amt-kanton-zuerich,Anteil Grundsteuern am Steuerertrag [%], Anteil Grundsteuern am Steuerertrag [%] Anteil Grundsteuern am Steuerertrag (Nettoertrag Rechnungsjahr): Der Kanton Zürich kennt seit der Steuerperiode 2005 nur noch die Grundstückgewinnsteuer. Die Handänderungssteuer wurde mit einer Volksabstimmung per 1. Januar 2005 abgeschafft. bezirke gemeindefinanzen gemeinden gemeindesteuern grundsteuern kanton_zuerich ogd steuern Öffentliche Verwaltung und Finanzen,True
24@statistisches-amt-kanton-zuerich,Anteil natürl. Pers. an allg. Gemeindesteuern [%], Anteil natürl. Pers. an allg. Gemeindesteuern [%] Anteil natürlicher Personen an den allg. Gemeindesteuern (Nettoertrag Rechnungsjahr). bezirke gemeindefinanzen gemeinden gemeindesteuern kanton_zuerich natuerliche_personen ogd steuern Öffentliche Verwaltung und Finanzen,True
403@statistisches-amt-kanton-zuerich,Personalsteuerpflichtige [Anz.], Personalsteuerpflichtige [Anz.] Anzahl Personalsteuerpflichtige bezirke gemeinden kanton_zuerich oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen,True
409@statistisches-amt-kanton-zuerich,Reformierte Kirchensteuerpflichtige [Anz.], Reformierte Kirchensteuerpflichtige [Anz.] Reformierte Kirchensteuerpflichtige bezirke gemeinden kanton_zuerich kirchensteuer oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen,True
412@statistisches-amt-kanton-zuerich,Total Kirchensteuerpflichtige [Anz.], Total Kirchensteuerpflichtige [Anz.] Total Kirchensteuerpflichtige bezirke gemeinden kanton_zuerich kirchensteuer oeffentliche_finanzen ogd steuerpflichtige Öffentliche Verwaltung und Finanzen,True
251@statistisches-amt-kanton-zuerich,Vom Stolperstein zum Baustein: ein Baukasten zur Durchführung professioneller Befragungen," Vom Stolperstein zum Baustein: ein Baukasten zur Durchführung professioneller Befragungen Die Datei enthält die Folien, die am Kaderlunch vom 20.04.2015 vorgestellt wurden. Öffentliche Verwaltung und Finanzen",False
255@statistisches-amt-kanton-zuerich,Bodenpreise für die Zürcher Gemeinden, Bodenpreise für die Zürcher Gemeinden Ein Mehrebenenmodell der kommunalen Bodenpreise 1974-2006 landpreise statistik.info Bau- und Wohnungswesen Preise,False
256@statistisches-amt-kanton-zuerich,Demografische Alterung im Kanton Zürich, Demografische Alterung im Kanton Zürich Die Zürcher Bevölkerung wird 2040 im Mittel vier Jahre älter sein als heute altersstruktur statistik.info Bevölkerung,False
261@statistisches-amt-kanton-zuerich,Steigende Geburtenzahlen, Steigende Geburtenzahlen Demografische Analyse der Geburtenentwicklung im Kanton Zürich 1990–2015 bevoelkerung fertilitaet fruchtbarkeit statistik.info Bevölkerung,False
265@statistisches-amt-kanton-zuerich,Vermögensentwicklung und -mobilität, Vermögensentwicklung und -mobilität Eine Panelanalyse von Steuerdaten des Kantons Zürich 2006-2015 statistik.info steuerbares_vermoegen vermoegensverteilung Wirtschaftliche und soziale Situation der Bevölkerung,False
282@statistisches-amt-kanton-zuerich,Wahlbeteiligung Nationalrat [%], Wahlbeteiligung Nationalrat [%] Gültig eingelegte Listen (Wahlzettel) dividiert durch Anzahl Wahlberechtigte bezirke gemeinden kanton_zuerich nationalratswahlen ogd politik wahlbeteiligung wahlen Politik,True
272@statistisches-amt-kanton-zuerich,Immobilienhandel im Kanton," Immobilienhandel im Kanton Ein Überblick über die Handänderungen von Immobilien 2008 bis 2017 immobilienhandel statistik.info Bau- und Wohnungswesen Preise Raum, Umwelt",False
483@statistisches-amt-kanton-zuerich,Panaschierstatistik zu den Nationalratswahlen im Kanton Zürich," Panaschierstatistik zu den Nationalratswahlen im Kanton Zürich Die Panaschierstatistik der Nationalratswahlen im Kanton Zürich zeigt wie viele Stimmen die jeweiligen Listen insgesamt wie auch die einzelnen Kandidierenden (auf Kantons- und auf Gemeindeebene) von anderen Listen erhalten haben. Zu den Daten auf Gemeindeebene finden sich zusätzliche Erläuterungen und Lesehilfen zu den einzelnen Spalten in der XSL-Ressource mit dem Titel ""Panaschierstatistik 2019 Kandidierende Gemeindeebene Nationalratswahl Kanton Zürich"". demokratie nationalratswahlen ogd wahlergebnisse wahlzettel Politik",True
523@fachstelle-ogd-kanton-zuerich,Statistik der Informationszugangsgesuche nach IDG des Kantons Zürich ab 2013," Statistik der Informationszugangsgesuche nach IDG des Kantons Zürich ab 2013 Anzahl und Erledigungsart der schriftlich eingereichten Informationszugangsgesuche in der kantonalen Verwaltung. Nicht enthalten sind die – praxisgemäss viel zahlreicheren – sogenannten formlosen Gesuche. Darunter fallen insbesondere die telefonischen oder per Mail eingereichten Anfragen. Spalten: 'jahr'; 'organisationseinheit'; 'gesuche_haengig_jan' (am 1. Januar des Jahres); 'gesuche_total' (des gesamten Jahres); 'zugang_uneingeschraenkt_gewaehrt'; 'zugang_teilweise_gewaehrt'; 'zugang_vollstaendig_abgelehnt'; 'anderweitige_erledigung' (z.B. Rückzug, Gegenstandslosigkeit); 'gesuche_haengig_dez' (am 31. Dezember des Jahres). direktionen kantonale_verwaltung ogd regierungsrat Öffentliche Verwaltung und Finanzen",True
37@statistisches-amt-kanton-zuerich,"Bevölkerung nach Geschlecht, Heimat und Konfession, 1850-2000"," Bevölkerung nach Geschlecht, Heimat und Konfession, 1850-2000 Bevölkerung nach Geschlecht, Heimat, Konfession und Gebietseinheiten des Kantons Zürich auf Basis der ehemaligen Volkszählung. auslaender auslaenderinnen bevoelkerung bevoelkerungsstatistik einwohner evangelisch-reformiert kanton_zuerich katholisch Bevölkerung",False
119@statistisches-amt-kanton-zuerich,Quartalsbericht Immobilienmarkt," Quartalsbericht Immobilienmarkt Der Quartalsbericht umfasst die aktuellsten Zahlen zu Preisentwicklung und Handelsvolumen auf dem Zürcher Immobilienmarkt. bodenpreise einfamilienhaus immobilienhandel immobilienpreise kanton_zuerich mehrfamilienhaus stockwerkeigentum wohnbauland Raum, Umwelt",False
14@statistisches-amt-kanton-zuerich,Hotelbetten pro Hotel [Anz.]," Hotelbetten pro Hotel [Anz.] Anzahl Betten / Anzahl Hotels. Stand im Juni des Erhebungsjahres. Daten des aktuellsten Jahres sind provisorisch! Daten des Jahres 2004 aus der Erhebung der Statistischen Ämter von Stadt und Kanton Zürich, da das BFS 2004 keine Erhebung duchgeführt hat. betten bezirke gemeinden hotelbetriebe hotellerie kanton_zuerich ogd Industrie, Dienstleistungen",True
123@statistisches-amt-kanton-zuerich,Ständige ausländische Wohnbevölkerung nach Staatsangehörigkeit, Ständige ausländische Wohnbevölkerung nach Staatsangehörigkeit Ständige ausländische Wohnbevölkerung nach Staatsangehörigkeit in den Gemeinden des Kantons Zürich. auslaender auslaenderinnen bevoelkerung bevoelkerungsstatistik einwohner heimat nationalitaet Bevölkerung,False
125@statistisches-amt-kanton-zuerich,Vermögensverteilung, Vermögensverteilung Steuerpflichtige nach Vermögensklassen auf Basis der Bundessteuerstatistik. steuerdaten Wirtschaftliche und soziale Situation der Bevölkerung,False
375@statistisches-amt-kanton-zuerich,Prämienverbilligung: Wer profitiert – und wer bezahlt, Prämienverbilligung: Wer profitiert – und wer bezahlt Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» krankenkasse statistik.info Gesundheit Soziale Sicherheit,False
397@statistisches-amt-kanton-zuerich,Genug vom Fahren? Weniger junge Fahrzeugbesitzer, Genug vom Fahren? Weniger junge Fahrzeugbesitzer Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» fahrzeugbesitz personenwagen statistik.info Mobilität und Verkehr,False
418@statistisches-amt-kanton-zuerich,Zürcher Gemeindefinanzen 1999/2000, Zürcher Gemeindefinanzen 1999/2000 None statistik.info Öffentliche Verwaltung und Finanzen,False
509@statistisches-amt-kanton-zuerich,Die Zürcher Steuerstatistik der natürlichen Personen, Die Zürcher Steuerstatistik der natürlichen Personen None einkommensverteilung statistik.info vermoegensverteilung Öffentliche Verwaltung und Finanzen,False
511@statistisches-amt-kanton-zuerich,"Frauenlöhne, Männerlöhne. Vollzeitlöhne, Teilzeitlöhne."," Frauenlöhne, Männerlöhne. Vollzeitlöhne, Teilzeitlöhne. Lohnentwicklungen in der Zürcher Privatwirtschaft 2002 bis 2008 lohnstruktur lohnungleichheit lohnunterschiede statistik.info Arbeit, Erwerb Wirtschaftliche und soziale Situation der Bevölkerung",False
522@statistisches-amt-kanton-zuerich,Die Abstimmungen von 17.6.07, Die Abstimmungen von 17.6.07 Eine Kurzanalyse der Zürcher Resultate abstimmungen demokratie statistik.info Politik,False
537@statistisches-amt-kanton-zuerich,Die Abstimmungen vom 24.2.2008, Die Abstimmungen vom 24.2.2008 Eine Erstanalyse der Zürcher Resultate abstimmungen demokratie statistik.info Politik,False
541@statistisches-amt-kanton-zuerich,Lohnentwicklung bei hochqualifizierten Arbeitskräften.," Lohnentwicklung bei hochqualifizierten Arbeitskräften. Resultat von Angebot und Nachfrage? lohnstruktur statistik.info Arbeit, Erwerb Wirtschaftliche und soziale Situation der Bevölkerung",False
549@statistisches-amt-kanton-zuerich,Personenfreizügigkeit verändert Zuwanderung in den Kanton Zürich, Personenfreizügigkeit verändert Zuwanderung in den Kanton Zürich Internationale Wanderungen der ausländischen Bevölkerung 1999–2007 bevoelkerung bevoelkerungsstatistik einwohner migration statistik.info Bevölkerung,False
554@statistisches-amt-kanton-zuerich,Ja zur Personenfreizügigkeit - Nein zur Pauschalbesteuerung, Ja zur Personenfreizügigkeit - Nein zur Pauschalbesteuerung Eine Analyse der Zürcher Abstimmungsresultate vom 8.2.2009 abstimmungen demokratie politik statistik.info Politik,False
556@statistisches-amt-kanton-zuerich,Die Umgebungsanalyse des Statistischen Amts," Die Umgebungsanalyse des Statistischen Amts Version 2.0 bevoelkerung raum statistik.info unternehmensstruktur Raum, Umwelt",False
565@statistisches-amt-kanton-zuerich,Weiterhin starke Bevölkerungszunahme im Kanton Zürich, Weiterhin starke Bevölkerungszunahme im Kanton Zürich None bevoelkerung bevoelkerungsstatistik einwohner statistik.info Bevölkerung,False
571@statistisches-amt-kanton-zuerich,Berufsbildung 1985–2003 im Kanton Zürich: Wenig Lehrstellen in attraktiven Dienstleistungsbranchen," Berufsbildung 1985–2003 im Kanton Zürich: Wenig Lehrstellen in attraktiven Dienstleistungsbranchen None statistik.info Bildung, Wissenschaft Industrie, Dienstleistungen",False
574@statistisches-amt-kanton-zuerich,Abfalldaten 1998–2002," Abfalldaten 1998–2002 None kehricht recycling statistik.info Raum, Umwelt",False
593@statistisches-amt-kanton-zuerich,Räumliche Segregation in der Agglomeration Zürich," Räumliche Segregation in der Agglomeration Zürich None auslaenderinnen bevoelkerung bevoelkerungsstatistik einwohner migration statistik.info Bevölkerung Raum, Umwelt",False
600@statistisches-amt-kanton-zuerich,Individualisierung und Kinderlosigkeit, Individualisierung und Kinderlosigkeit None bevoelkerung bevoelkerungsstatistik einwohner haushaltsstruktur haushaltstypen statistik.info Bevölkerung,False
610@statistisches-amt-kanton-zuerich,Die Wahlentscheidung unter der Lupe, Die Wahlentscheidung unter der Lupe Analyse der Nationalratswahlen 2015 demokratie nationalratswahlen panaschierstimmen politik statistik.info wahlzettel Politik,False
618@statistisches-amt-kanton-zuerich,Heirat und Partnerschaft, Heirat und Partnerschaft Eheschliessungen und eingetragene Partnerschaften im Kanton Zürich 1970–2017 bevoelkerung bevoelkerungsstatistik eheschliessung einwohner partnerschaft statistik.info Bevölkerung,False
637@statistisches-amt-kanton-zuerich,Vorlagen zahlreich - Beteiligung tief?, Vorlagen zahlreich - Beteiligung tief? Eine Analyse der Abstimmungen vom 17.6.2012 abstimmungen demokratie statistik.info Politik,False
642@statistisches-amt-kanton-zuerich,Keine Grundstufe - dafür transparente Mieten, Keine Grundstufe - dafür transparente Mieten Eine Analyse der Resultate der kantonalen Abstimmungen vom 25.11.2012 abstimmungen demokratie politik statistik.info Politik,False
643@statistisches-amt-kanton-zuerich,Immer mehr Altbauten stehen zum Verkauf," Immer mehr Altbauten stehen zum Verkauf Analyse der Verkäufe von Wohneigentum: Mengen, Preise und Verdichtungseffekte immobilienhandel statistik.info Bau- und Wohnungswesen Preise Raum, Umwelt",False
649@statistisches-amt-kanton-zuerich,Zwei Fünftel der Zürcher mit Migrationshintergrund, Zwei Fünftel der Zürcher mit Migrationshintergrund Eine Analyse der Strukturerhebung 2011 auslaenderinnen bevoelkerung bevoelkerungsstatistik einwohner statistik.info Bevölkerung,False
436@statistisches-amt-kanton-zuerich,Reiche Rentner?, Reiche Rentner? Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» einkommensverteilung statistik.info vermoegensverteilung Wirtschaftliche und soziale Situation der Bevölkerung,False
470@statistisches-amt-kanton-zuerich,Woher kommen die Steuern?, Woher kommen die Steuern? Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» statistik.info steuerertrag Öffentliche Verwaltung und Finanzen,False
471@statistisches-amt-kanton-zuerich,Es lebt sich gut im Kanton Zürich!, Es lebt sich gut im Kanton Zürich! Kurzanalyse aus der Broschüre «Kanton Zürich in Zahlen» lebensqualitaet lebenszufriedenheit statistik.info Wirtschaftliche und soziale Situation der Bevölkerung,False
477@statistisches-amt-kanton-zuerich,Siedlungsstruktur im Kanton Zürich," Siedlungsstruktur im Kanton Zürich Bestand und Entwicklung 1950-2000 bevoelkerung bevoelkerungsstatistik einwohner statistik.info Bau- und Wohnungswesen Raum, Umwelt",False
480@statistisches-amt-kanton-zuerich,Abfall im Kanton Zürich," Abfall im Kanton Zürich None kehricht recycling statistik.info Raum, Umwelt",False
492@statistisches-amt-kanton-zuerich,Strukturatlas des Kantons Zürich," Strukturatlas des Kantons Zürich Methodik statistik.info Raum, Umwelt",False
499@statistisches-amt-kanton-zuerich,Dynamischer Zürcher Wohnungsmarkt," Dynamischer Zürcher Wohnungsmarkt Wohnbautätigkeit und Leerstand 2009/2010 statistik.info Bau- und Wohnungswesen Raum, Umwelt",False
692@tiefbauamt-kanton-zuerich,Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich," Verkehrszähldaten motorisierter Individualverkehr MIV im Kanton Zürich An rund 250 Messstellen wird der Motorfahrzeugverkehr entlang Staatsstrassen des Kanton Zürichs erfasst. Die Verkehrsmessstellen erfassen verschiedene Fahrzeugklassen und Geschwindigkeiten nach Fahrtrichtung, Spur und pro Zeitintervall gegliedert. Der Datensatz umfasst Einzelfahrzeugdaten in Echtzeit sowie Echtzeitdaten in einem aggregierten Format. Zur Dokumentation der API gibt es die Swagger-Benutzeroberfläche und den API Quick Start Guide. kanton_zuerich kantonsstrassen mobilitaet ogd strassenverkehr strassenverkehrszaehlung verkehr Mobilität und Verkehr",True
694@statistisches-amt-kanton-zuerich,Wahlarchiv Regierungsratswahlen, Wahlarchiv Regierungsratswahlen Ergebnisse der Erneuerungs- und Ersatzwahlen der Mitglieder des Regierungsrates demokratie ogd politik politische_parteien regierungsrat regierungsratswahlen wahlarchiv wahlen Politik,True
681@statistisches-amt-kanton-zuerich,Bestand Dieselmotor [%]," Bestand Dieselmotor [%] Anteil der Personenwagen (PW) mit Dieselmotor an allen am 30. September eingelösten Personenwagen. Hinweis: Der Wert für den ganzen Kanton umfasst alle Autos mit einem Zürcher Kennzeichen; diese können auch Personen oder Unternehmen gehören, die ihr Domizil nicht im Kanton Zürich haben. bezirke fahrzeuge gemeinden kanton_zuerich motorfahrzeugbestand motorfahrzeuge ogd personenwagen Mobilität und Verkehr",True
650@statistisches-amt-kanton-zuerich,Treibstoffverbrauch im Kanton Zürich, Treibstoffverbrauch im Kanton Zürich Eine Sekundäranalyse des «Mikrozensus Mobilität und Verkehr 2010» benzinverbrauch dieselverbrauch mikrozensus personenwagen privatverkehr statistik.info Mobilität und Verkehr,False
652@statistisches-amt-kanton-zuerich,Wie durchlässig ist die Gesellschaft?, Wie durchlässig ist die Gesellschaft? Einkommensmobilität im Kanton Zürich 2001 bis 2010 demokratie einkommensmobilitaet statistik.info Wirtschaftliche und soziale Situation der Bevölkerung,False
653@statistisches-amt-kanton-zuerich,Die Investitionen der Zürcher Gemeinden, Die Investitionen der Zürcher Gemeinden None gemeindefinanzen statistik.info Öffentliche Verwaltung und Finanzen,False
657@statistisches-amt-kanton-zuerich,Personenfreizügigkeit unter Druck, Personenfreizügigkeit unter Druck Eine Analyse der Zürcher Resultate zur Masseneinwanderungsinitiative abstimmungen demokratie masseneinwanderungsinitiative politik statistik.info Politik,False
659@statistisches-amt-kanton-zuerich,Die Politgeografie preisgünstigen Wohnraums, Die Politgeografie preisgünstigen Wohnraums Eine Analyse der Resultate des kantonalen Urnengangs vom 28.9.2014 abstimmungen demokratie politik statistik.info Politik,False
661@statistisches-amt-kanton-zuerich,Regionalisierte Bevölkerungsprognosen für den Kanton Zürich, Regionalisierte Bevölkerungsprognosen für den Kanton Zürich Prognosemodell 2014 mit Einwohnerkapazitäten bevoelkerung bevoelkerungsprognosen bevoelkerungsstatistik einwohner einwohnerzahl prognosen statistik.info Bevölkerung,False
113@statistisches-amt-kanton-zuerich,Investitionsanteil [%], Investitionsanteil [%] Bruttoinvestitionen in Prozent der Gesamtausgaben. Der Investitionsanteil zeigt welcher Anteil der gesamten Ausgaben einer Gemeinde für Investitionen in die Infrastruktur eingesetzt wird. Grundlage ist die Konsolidierte Gemeinde. Der Haushalt der Schulgemeinde wird dabei anteilsmässig in den Haushalt der poltischen Gemeinden umgelegt. Umstellung des Rechnungsmodells von HRM1 auf HRM2 ab Rechnungsjahr 2019. bezirke gemeindefinanzen gemeinden investitionsrechnung kanton_zuerich oeffentliche_finanzen ogd Öffentliche Verwaltung und Finanzen,True
699@gesundheitsdirektion-kanton-zuerich,COVID_19 Einreisequarantäne Kanton Zürich ab 06.07.2020," COVID_19 Einreisequarantäne Kanton Zürich ab 06.07.2020 Anzahl Personen, die pro Kalenderwoche aus einem Gebiet mit erhöhtem Infektionsrisiko ('Risikoland') einreisen und - abhängig von den geltenden Bestimmungen - in Quarantäne müssen. Familien und Gruppen müssen für jede Person eine Meldung erstellen. Die Daten werden jeweils montags aktualisiert. corona covid-19 covid19 gesundheit krankheiten ogd sars-cov-2 Gesundheit Mobilität und Verkehr",True
723@statistisches-amt-kanton-zuerich,Steuererträge nach Einkommens- und Vermögensklassen, Steuererträge nach Einkommens- und Vermögensklassen Steuerertrag nach Einkommens- und Vermögensklassen auf Basis der Bundessteuerdaten des kantonalen Steueramts. einkommensverteilung ogd steuerbares_einkommen steuerdaten steuerertrag Öffentliche Verwaltung und Finanzen,True
